index,MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,X_rotate,Y_rotate,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
149,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[347, 370, 393, 416, 439, 462, 485, 508, 531, 554]",-4047.72073246,1045.36338666,405.926,12.4442479567,18.2323855869,9.68939943121,15.4445920261,0.0,tbd,,,,
150,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[348, 371, 394, 417, 440, 463, 486, 509, 532, 555]",-4042.74448535,1129.48565922,405.926,12.4442479567,78.478433233,56.0600921234,-54.9193094806,0.0,no cnx,,,,
151,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[349, 372, 395, 418, 441, 464, 487, 510, 533, 556]",-4019.04807054,1122.13977063,405.926,12.4442479567,81.6289039848,72.9088450288,-36.7093759456,0.0,excitatory,,,,
152,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[350, 373, 396, 419, 442, 465, 488, 511, 534, 557]",-4027.34181572,1154.84082306,405.926,12.4442479567,107.340312631,82.0767772247,-69.1761906731,0.0,no cnx,,,,
153,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[351, 374, 397, 420, 443, 466, 489, 512, 535, 558]",-4024.97217424,1191.57026601,405.926,12.4442479567,143.055905801,102.493668419,-99.8000005933,0.0,no cnx,,,,
154,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[352, 375, 398, 421, 444, 467, 490, 513, 536, 559]",-4008.38468388,1192.04419431,405.926,12.4442479567,148.862718589,117.095820607,-91.9166893553,0.0,no cnx,,,,
155,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[353, 376, 399, 422, 445, 468, 491, 514, 537, 560]",-3995.58861988,1145.36225714,405.926,12.4442479567,114.122287969,104.836568512,-45.0909138731,0.0,no cnx,,,,
156,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[354, 377, 400, 423, 446, 469, 492, 515, 538, 561]",-3979.47505782,1159.34314188,405.926,12.4442479567,135.040668305,125.781764976,-49.1419341874,0.0,no cnx,,,,
157,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[355, 378, 401, 424, 447, 470, 493, 516, 539, 562]",-3997.72129722,1127.82691019,405.926,12.4442479567,99.1815982309,94.2219422858,-30.9711966111,0.0,no cnx,,,,
158,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[356, 379, 402, 425, 448, 471, 494, 517, 540, 563]",-3987.53183885,1218.1102506,405.926,12.4442479567,181.077359641,148.187942287,-104.064133761,0.0,no cnx,,,,
159,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[357, 380, 403, 426, 449, 472, 495, 518, 541, 564]",-3960.51792597,1184.46134157,405.926,12.4442479567,166.499482369,154.758222583,-61.4163672975,0.0,no cnx,,,,
160,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[358, 381, 404, 427, 450, 473, 496, 519, 542, 565]",-3950.8023959,1114.31995375,405.926,12.4442479567,128.169787359,128.101424523,4.1856214507,0.0,no cnx,,,,
161,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[359, 382, 405, 428, 451, 474, 497, 520, 543, 566]",-3903.88349459,1158.63224943,405.926,12.4442479567,191.191891008,190.890532823,-10.7305016563,0.0,no cnx,,,,
162,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[360, 383, 406, 429, 452, 475, 498, 521, 544, 567]",-3921.89276984,1141.09690248,405.926,12.4442479567,166.588492667,166.526369473,-4.54908335421,0.0,no cnx,,,,
163,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[361, 384, 407, 430, 453, 476, 499, 522, 545, 568]",-3912.41420392,1116.92655938,405.926,12.4442479567,164.015655594,162.649876802,21.1223307513,0.0,no cnx,,,,
164,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[362, 385, 408, 431, 454, 477, 500, 523, 546, 569]",-3893.69403622,1108.39585005,405.926,12.4442479567,178.656510351,174.596662925,37.8702255916,0.0,no cnx,,,,
165,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[363, 386, 409, 432, 455, 478, 501, 524, 547, 570]",-3957.67435619,1064.7944468,405.926,12.4442479567,106.718087286,97.3873788628,43.6399884526,0.0,no cnx,,,,
166,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[364, 387, 410, 433, 456, 479, 502, 525, 548, 571]",-4003.40843677,1170.71742098,405.926,12.4442479567,131.525562335,110.741990357,-70.9590383204,0.0,no cnx,,,,
167,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[365, 388, 411, 434, 457, 480, 503, 526, 549, 572]",-4014.54575173,1209.34257712,405.926,12.4442479567,163.075414257,120.409370739,-109.978062236,0.0,no cnx,,,,
168,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[366, 389, 412, 435, 458, 481, 504, 527, 550, 573]",-3986.34701811,1133.04012144,405.926,12.4442479567,110.762680316,106.678962571,-29.7988304418,0.0,no cnx,,,,
169,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[367, 390, 413, 436, 459, 482, 505, 528, 551, 574]",-3922.12973399,1204.36633001,405.926,12.4442479567,206.693192164,197.955866266,-59.4604969532,0.0,no cnx,,,,
170,TSeries-09152017-1230-346_Cycle00002_MarkPoints.xml,5.0,"[368, 391, 414, 437, 460, 483, 506, 529, 552, 575]",-3963.1245316,1096.31067849,405.926,12.4442479567,109.277732496,108.425504353,13.6210434735,0.0,no cnx,,,,
172,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[577, 586, 595, 604, 613, 622, 631, 640, 649, 658]",-4018.64224362,1018.38959523,405.926,12.4442479567,52.4033770385,-24.5428025843,46.300807405,0.0,no cnx,,,,
173,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[578, 587, 596, 605, 614, 623, 632, 641, 650, 659]",-4138.30913839,989.243005017,405.926,12.4442479567,143.230077732,-142.750668551,11.709047577,0.0,no cnx,,,,
174,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[579, 588, 597, 606, 615, 624, 633, 642, 651, 660]",-4121.72164803,988.295148424,405.926,12.4442479567,130.531115375,-128.859408807,20.823660647,0.0,no cnx,,,,
175,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[580, 589, 598, 607, 616, 625, 634, 643, 652, 661]",-4172.43197571,961.281235546,405.926,12.4442479567,187.235418819,-186.282797255,18.8632316133,0.0,no cnx,,,,
176,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[581, 590, 599, 608, 617, 626, 635, 644, 653, 662]",-4107.266835,1056.77778721,405.926,12.4442479567,87.8485255988,-82.0998541209,-31.2566377462,0.0,no cnx,,,,
177,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[582, 591, 600, 609, 618, 627, 636, 645, 654, 663]",-4090.91630878,1104.40758097,405.926,12.4442479567,78.0087271075,-44.124986173,-64.3299860109,0.0,no cnx,,,,
178,TSeries-09152017-1230-576_Cycle00002_MarkPoints.xml,5.0,"[583, 592, 601, 610, 619, 628, 637, 646, 655, 664]",-4057.5043639,1113.64918275,405.926,12.4442479567,56.6225323541,-10.5685922334,-55.6274754811,0.0,no cnx,,,,
