index,MP_ID,rad_um,sweeps,X_mm,Y_mm,Z_mm,mW,electrode_1,z_electrode_1,electrode_1_cnx,notes,Y_pix,Image,X_pix
68,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[400, 447, 494, 541, 588, 635, 682, 729, 776, 823]",-3141.80298373,107.718100327,14.233,20.0902185554,121.461562833,0.0,excitatory,,,,
69,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[401, 448, 495, 542, 589, 636, 683, 730, 777, 824]",-3087.43242191,101.676926791,14.233,20.0902185554,83.1042660895,0.0,no cnx,,,,
70,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[402, 449, 496, 543, 590, 637, 684, 731, 778, 825]",-3086.92899078,64.4230233197,14.233,20.0902185554,114.371973973,0.0,no cnx,,,,
71,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[403, 450, 497, 544, 591, 638, 685, 732, 779, 826]",-3054.70939859,44.2857781999,14.233,20.0902185554,123.820520868,0.0,no cnx,,,,
72,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[404, 451, 498, 545, 592, 639, 686, 733, 780, 827]",-2982.71874728,105.704375815,14.233,20.0902185554,80.652746312,0.0,tbd,,,,
73,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[405, 452, 499, 546, 593, 640, 687, 734, 781, 828]",-2976.67757375,89.5945797194,14.233,20.0902185554,96.9650696268,0.0,tbd,,,,
74,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[406, 453, 500, 547, 594, 641, 688, 735, 782, 829]",-2858.37125867,204.376876902,14.233,20.0902185554,181.185555374,0.0,no cnx,,,,
75,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[407, 454, 501, 548, 595, 642, 689, 736, 783, 830]",-3073.83978145,337.786125821,14.233,20.0902185554,175.390665394,0.0,no cnx,,,,
76,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[408, 455, 502, 549, 596, 643, 690, 737, 784, 831]",-3221.84853308,150.509746207,14.233,20.0902185554,186.964859337,0.0,no cnx,,,,
77,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[409, 456, 503, 550, 597, 644, 691, 738, 785, 832]",-3225.37255098,110.235255967,14.233,20.0902185554,197.991852786,0.0,no cnx,,,,
78,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[410, 457, 504, 551, 598, 645, 692, 739, 786, 833]",-3165.46424674,124.834758679,14.233,20.0902185554,136.440981308,0.0,no cnx,,,,
79,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[411, 458, 505, 552, 599, 646, 693, 740, 787, 834]",-3102.53535575,139.434261391,14.233,20.0902185554,72.2647283781,0.0,tbd,,,,
80,TSeries-11272017-1401-366_Cycle00002_MarkPoints.xml,5.0,"[412, 459, 506, 553, 600, 647, 694, 741, 788, 835]",-3188.62207863,91.6083042314,14.233,20.0902185554,170.437275682,0.0,no cnx,,,,
81,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[836, 862, 888, 914, 940, 966, 992, 1018, 1044, 1070]",-3028.93441106,171.104325926,27.586,20.0902185554,8.01648646791,13.353,no cnx,,,,
82,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[837, 863, 889, 915, 941, 967, 993, 1019, 1045, 1071]",-3027.42411767,67.9009446872,27.586,20.0902185554,99.0548528711,13.353,no cnx,,,,
83,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[838, 864, 890, 916, 942, 968, 994, 1020, 1046, 1072]",-3169.39169577,113.209746207,27.586,20.0902185554,144.077894419,13.353,no cnx,,,,
84,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[839, 865, 891, 917, 943, 969, 995, 1021, 1047, 1073]",-3144.7235705,181.676379614,27.586,20.0902185554,110.178229187,13.353,tbd,,,,
85,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[840, 866, 892, 918, 944, 970, 996, 1022, 1048, 1074]",-3130.12406779,216.413127446,27.586,20.0902185554,106.855828063,13.353,no cnx,,,,
86,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[841, 867, 893, 919, 945, 971, 997, 1023, 1049, 1075]",-3110.99368492,225.978318878,27.586,20.0902185554,95.9731039766,13.353,no cnx,,,,
87,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[842, 868, 894, 920, 946, 972, 998, 1024, 1050, 1076]",-3110.99368492,207.351367142,27.586,20.0902185554,85.7114571406,13.353,no cnx,,,,
88,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[843, 869, 895, 921, 947, 973, 999, 1025, 1051, 1077]",-3078.2706616,207.85479827,27.586,20.0902185554,59.3542160473,13.353,no cnx,,,,
89,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[844, 870, 896, 922, 948, 974, 1000, 1026, 1052, 1078]",-3081.29124837,234.033216926,27.586,20.0902185554,81.4506705914,13.353,no cnx,,,,
90,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[845, 871, 897, 923, 949, 975, 1001, 1027, 1053, 1079]",-3021.88637527,234.536648054,27.586,20.0902185554,69.2836319504,13.353,tbd,,,,
91,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[846, 872, 898, 924, 950, 976, 1002, 1028, 1054, 1080]",-2928.75161659,162.042565622,27.586,20.0902185554,106.925403537,13.353,no cnx,,,,
92,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[847, 873, 899, 925, 951, 977, 1003, 1029, 1055, 1081]",-3054.10596746,103.141123647,27.586,20.0902185554,66.1268294692,13.353,no cnx,,,,
93,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[848, 874, 900, 926, 952, 978, 1004, 1030, 1056, 1082]",-3034.97558459,99.6171057509,27.586,20.0902185554,67.0051537793,13.353,no cnx,,,,
94,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[849, 875, 901, 927, 953, 979, 1005, 1031, 1057, 1083]",-3010.81089045,119.754350871,27.586,20.0902185554,53.0076050905,13.353,tbd,,,,
95,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[850, 876, 902, 928, 954, 980, 1006, 1032, 1058, 1084]",-3002.25256127,142.40875163,27.586,20.0902185554,41.1924137557,13.353,no cnx,,,,
96,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[851, 877, 903, 929, 955, 981, 1007, 1033, 1059, 1085]",-3039.50646475,153.987667574,27.586,20.0902185554,13.2283451341,13.353,no cnx,,,,
97,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[852, 878, 904, 930, 956, 982, 1008, 1034, 1060, 1086]",-2910.12466485,350.82923862,27.586,20.0902185554,222.872174957,13.353,no cnx,,,,
98,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[853, 879, 905, 931, 957, 983, 1009, 1035, 1061, 1087]",-2991.17707646,361.401292308,27.586,20.0902185554,199.778533245,13.353,no cnx,,,,
99,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[854, 880, 906, 932, 958, 984, 1010, 1036, 1062, 1088]",-3198.59070119,62.3632022793,27.586,20.0902185554,193.499855387,13.353,no cnx,,,,
100,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[855, 881, 907, 933, 959, 985, 1011, 1037, 1063, 1089]",-2944.35798155,122.271506511,27.586,20.0902185554,101.429903643,13.353,no cnx,,,,
101,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[856, 882, 908, 934, 960, 986, 1012, 1038, 1064, 1090]",-2979.09472939,114.720039591,27.586,20.0902185554,76.7074506457,13.353,no cnx,,,,
102,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[857, 883, 909, 935, 961, 987, 1013, 1039, 1065, 1091]",-3021.38294414,129.822973431,27.586,20.0902185554,39.440029528,13.353,tbd,,,,
103,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[858, 884, 910, 936, 962, 988, 1014, 1040, 1066, 1092]",-2988.15648969,342.774340572,27.586,20.0902185554,182.426447997,13.353,no cnx,,,,
104,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[859, 885, 911, 937, 963, 989, 1015, 1041, 1067, 1093]",-3025.41039316,336.229735908,27.586,20.0902185554,169.914739384,13.353,no cnx,,,,
105,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[860, 886, 912, 938, 964, 990, 1016, 1042, 1068, 1094]",-2927.74475433,287.396916493,27.586,20.0902185554,161.911710651,13.353,no cnx,,,,
106,TSeries-11272017-1401-836_Cycle00002_MarkPoints.xml,5.0,"[861, 887, 913, 939, 965, 991, 1017, 1043, 1069, 1095]",-2903.07662906,188.220984278,27.586,20.0902185554,134.251647166,13.353,no cnx,,,,
